Author,PublishedAt,Comment,Likes
@suparman55555,2024-02-24T10:27:09Z,"Film terbaik❤ !!<br><br>Kesimpulan dari hati pribadi saya yg paling dalam setelah menonton film ini bisa disimpulkan:<br><br><br>Siapapun Presiden yg diusung oleh partai PDIP (dibawah kendali ibu megawati) kemudian menang,pasti akan melahirkan Presiden2 Pak Jokowi part 2 part 3 dan seterusnya selama menganggap Presiden itu adalah PETUGAS PARTAI bukan sebagai Presiden.<br><br>Adapun bansos2 yang digelontor kena/sampai ke masyarakat selama Pak Jokowi menjabat sebagai Presiden entah uangnya darimana(tujuannya untuk politik kah atau apa) Presiden jokowi akan dikenang masyarakat kalangan menengah ke bawah.<br><br>Harusnya yg diuntungkan dari film ini adalah paslon no.1 namun dalam sesi debat kemarin Pak Anis membuat kesalahan yg menurut saya fatal.<br><br>Bagaimana Pak Anis dan calon lain menyerang individu.<br><br>Debat itu buat adu program dan adu ide bukan buat nyerang individu.<br><br>Faktanya 01 dan 03 kalah akibat nafsu mau menjatuhkan individu.<br><br>Itu fakta !!",3
@ismael5993,2024-02-24T10:24:43Z,Jadi kesimpulannya 02 curang... Tdk mungkin 1 putaran.. Ini movie ingin menggiring opini publik... Bahaya ini...,0
@zxynFocus,2024-02-24T10:16:27Z,kok kaya bapak prabowo yang paling salah😢,0
@Hensmoke,2024-02-24T10:15:23Z,"terima kasih buat kuliahnya, dirty vote",1
@agungnurcholik4426,2024-02-24T09:27:48Z,Cape gw joget didepan pendukung jokowi n prabowo gara² beras mahal wkkwkw,0
@shezan-zeline30,2024-02-24T09:26:41Z,Sayangnya Mereka yg terlibat di Film ini adalah pendukung paslon 01😂😂,1
@samsurisuri9903,2024-02-24T09:26:21Z,Hak angket jalan / Revolusi😮,0
@zainalcantara8489,2024-02-24T08:46:40Z,Ah masih mantap sexy killers,1
@lilikkaranganom9550,2024-02-24T08:35:40Z,Knyataannya tidak seperti itu😊,0
@dhevina6697,2024-02-24T08:31:15Z,Srmangat terus para pejuang kebenaran...💪💪💪,0
@es_er_ge,2024-02-24T08:08:47Z,"kalah ya kalah, kok menjelaskan🔥🙏🙏",1
@Hamba4960,2024-02-24T07:54:14Z,"Saya tdk mendukung siapapun mau 2 putaran kah atau seratus putaran tetap aj hasilnya ngk jauh beda, apa yg mau di perbaiki atau yg di rubah yg jelas masyarakat di seluruh indonesia ingin tetap pembangunan di lanjutkan dan yg jelas klau 2 putaran berapa trilyun lg uang negara di hamburkan, cam kan itu, ngk usah menghayal, penghitungan pilkada jauh cara penghitungannya dengan pilpres bung, yg jelas kemenangan 02 di karenakan capresnya sdh di kenal di seluruh indonesia krn sdh beberapa kali nyapres dan memiliki kantong2 kemenangan di seluruh indonesia, coba bandingkan dengan capres yg lain keluar pulau jawa ketika mau nyapres saja😂kami yg tinggal di luar pulau jawa merasakan pembangunan pemerintahan sekarang, merata dan berkeadilan,salamm",0
@01.ahizzudikhafabi26,2024-02-24T07:53:55Z,Wong kok unik,0
@01.ahizzudikhafabi26,2024-02-24T07:53:44Z,Udah curang kalah pulaaa😂😂,1
@01.ahizzudikhafabi26,2024-02-24T07:53:28Z,"01&amp;03 juga curang sama aja,bukti banyak",1
@01.ahizzudikhafabi26,2024-02-24T07:52:54Z,58℅,0
@Qontolquda69,2024-02-24T07:43:29Z,"YG BIKIN FILM LUPA KALAU SI BPK&quot; JUALAN AGAMA NGOMONG KALAU DIA GABAKAL MAJU SELAGI ORANG YG MENCALONKAN NYA SEBAGAI GUBERNUR DIA GABAKAL IKUT, SEBELUM AKHIRNNYA DI TAMBAHIN KATA&quot; HANYA PAS 2019 PADA SAAT KLARIFIKASI HAHAHA",4
@trendiarga5169,2024-02-24T07:40:39Z,Salam 4 jari..artiannya 01+03 harap bekerja sama untuk 1 tujuan..yihaaaaa,1
@Mozarella_channel,2024-02-24T07:39:48Z,😂,0
@ikaguatiana5371,2024-02-24T07:37:07Z,Semoga yg curang dalam pemilu ini dapat laknat dunia dan akhirat..,1
@Qontolquda69,2024-02-24T07:26:25Z,"FILM INI NETRAL KOK, IYA NETRAL HANYA UNTUK PASLON 01 &amp; 03 😭🫠",4
@aryadewi8550,2024-02-24T07:24:02Z,Film box  Office bisa tembus 10 juta. Luar biasa,1
@sahruladriansyah9007,2024-02-24T07:15:03Z,"lebih suka nonton SIAPA DIATAS PRESIDEN, film Indonesia yg relate dengan kehidupan nyata di Indonesia perihal pemilu.",1
@gazoonman,2024-02-24T07:12:34Z,"<a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=3551"">59:11</a> joget dulu om feri",0
@lindaregelinda1371,2024-02-24T06:36:24Z,Film ini dibuat oleh org org sakit hati yg tidak dapat perhatian dari Bpk Jokowi alias kalah dlm Pilpres 2024.,1
@pepexbusuk,2024-02-24T06:16:11Z,"Kalah teriak curang,menang diam seribu bahasa",0
@gondokuncoro8045,2024-02-24T05:56:30Z,Dan Akhir ny 02 menang....<br>Stradara ikut demo di KPU... <br>Ada Netral.....????,1
@SininSinin-o5l,2024-02-24T05:51:11Z,Klo paham isi nya sdh tau arah nya kmna😂 ya ini d buat scara halus untuk mendukung salah satu paslon juga. <br>Penggiringan opini scara halus 🎥,1
@ucokkulim106,2024-02-24T05:47:11Z,Didaerah kami bupati keluarga PDI p.kok bisa kalah Ganjar Pranowo,0
@ucokkulim106,2024-02-24T05:44:49Z,"Kekalahan Ahok terprovokasi isu agama, kalau tidak saya yakin Anies Baswedan kalah",0
@ZahraGajah,2024-02-24T05:44:37Z,😂😂😂😂😂😂 MODYAR KALAH..!!,0
@ucokkulim106,2024-02-24T05:41:46Z,Ini lah yang membuat Anies Baswedan kalah total.hasil survei kalian banyak bohongnya,1
@wiboyYT,2024-02-24T05:39:43Z,kayak tongkat firaun ini film merubah tongkat jadi ular<br>padahal isi filmnya cuma narasi dan opini dan sumber² belum tentu akurat kok dibilang mencerdaskan!!!<br>dungu sekali orang² indonesia mau diperdaya dan dibelokkan!,1
@MuhammadDeswan-z2b,2024-02-24T05:39:38Z,"Bg udah kekabupaten nduga gak bg,,papua,pak jokowi udah sampai <a href=""http://disana.mw/"">disana.mw</a> lihat nyali yg buat film dirty vote,,apakah sehebat menyurakan seperti film ini😂😂😂",0
@ignatiusdwipurwanto,2024-02-24T05:39:01Z,Bagaimana utk kalian yg baru menonton film ini setelah pemilu kemarin ??<br>Apakah menyesal kalian coblosnya ??,0
@mawardihr4305,2024-02-24T05:00:37Z,"Gw nonton krena penasaran, tpi gk ada pengaruh sama sekali atasa pilihan saya",0
@abaxxx2399,2024-02-24T04:38:16Z,Anis + Ganjar tidak cocok jadi presiden,1
@abaxxx2399,2024-02-24T04:37:40Z,Kalah yaudah kala aja yaudah menang jangan yang melakukan kecurangan dari pihak yg kalah lalu memutar balikan fakta,1
@untungsudaryanto5859,2024-02-24T04:31:56Z,Allohuakbar allohuakbar allohuakbar allohuakbar allohuakbar,0
@doflaminggo5960,2024-02-24T04:25:24Z,"Haram jatuh nya ya, krn kolusi dan nepotisme. Ya nanti kan di hari akhir gak bisa ngelak, pasti jeblos",0
@yandipratama856,2024-02-24T04:25:11Z,"heleh ...logika mempertanyakan, kalo sdh nonton vidio ini tros harga beras lngsung turun? 😂",1
@wiwialiffia7062,2024-02-24T03:42:20Z,Pemberontak,0
@nadineaura6781,2024-02-24T03:14:23Z,𝙔𝙖𝙣𝙜 𝙡𝙤𝙜𝙞𝙨 𝙖𝙟𝙖 𝙉𝘿𝘼𝙎𝙈𝙐,2
@ave_advena401,2024-02-24T03:10:34Z,"Sesuai judulnya dirty vote... N film ini gak netral, lebih kepada menjatuhkan paslon 2 dan 3... 😂😂😂.  Lebih baik apa Adanya, dripada coba membuka mata rakyat tp ujung2x gak netral... Namanya juga political, dimn-mana pasti kotor... 😅",0
@budheyanti5446,2024-02-24T03:09:48Z,Oooh .....,0
@pakeko0214,2024-02-24T02:30:00Z,😅,0
@triadi5876,2024-02-24T00:58:05Z,<b>LONG MARCH: DARI DESA MENGEPUNG KOTA (MAO TSE TUNG) ??? DIJANJIKAN 3 (TIGA) PERIODE KEPALA DESA TERKABUL BAHKAN LEBIH DGN 2 PERIODE JADI 16 TAHUN! BERAS MAHAL/LANGKA SKRG INI KARENA BANSOS SEBESAR 508 TRILIUN SEBAGAI BAKAR-BAKAR PEMILU UNTUK POPULERISME??? CUMA MAHFUD MD YG MENGUNDURKAN DIRI DARI MENKOPOLKAM! HIDUP MAHFUD MD!  MATILAH GENTONG BABI DAN POLITIKUS KOTOR DAN OLIGARKHI DAN KADRUN!</b>,0
@faelasofia8489,2024-02-24T00:06:25Z,Iih ngeriiii dunia politik,0
@maruieen5812,2024-02-23T23:36:56Z,Ahli Tata Hukum saja ja gak di percayai. Yang penting All in 😶 aduuhh negara ini apa jadinya nanti😢😢,0
@Z10-t8z,2024-02-23T21:30:22Z,"1 hal yg tidak saya setujui yaitu hak suara narapidana. <br>WHY? <br>Secara tahanan wajar ada beberapa hak Mereka yg di tahan,  termasuk hak suara dlm pemilu..",0
@RyoutaKise-h4r,2024-02-23T19:37:18Z,Preeeettt,0
@ervina2002,2024-02-23T19:27:02Z,Sudah di kasih film ini prabowo tetap menang hahaa,4
@jagad8501,2024-02-23T18:43:11Z,"Semua jd tau jelas &amp; tambah ilmu yg luas,, bgitu bobroknya para tokoh2 &amp; penguasa kita,, demi politik kekuasaan demokrasi Indonesia di bajak &amp; di rampok para penguasa,, kasihan rakyat selama ini di bohongi di jdikan senjata,,,? ¿!",1
@hennywidjaja6147,2024-02-23T18:41:58Z,"Kecurangannya luar biasa ,kita harus memilih yang terbaik untuk negara kita.",0
@ademarlintonz1007,2024-02-23T18:40:34Z,Satu kata DIRTY MIND.. teamses 01 ini tak mampu merubah pikiran Rakyat. .faktanya Aceh mayoritas coblos 01..  jgn rendahkan rakyat hny nurut2 aja... Rakyat memilih karena memang Pilihan rakyat sendiri..intinya Dirty mind ingin menggiring opini agar menghendaki perubahan trus coblos 01.. tapi gagal karena intinya rakyat itu ingin berkelanjutan bukan perubahan.. 😅😅 mau satu putaran mau dua putaran Anis gak akan menang karna suara 03 Ganjar mahmud pecah jadi 2 .. notabene 10th bersama pemerintah pemilih masih inginkan berkelanjutan... Bukannya justru pasangan 01 berjanji naikkan dana desa menjadi 5 milyard mengamini demo2 kepala desa??? Nyata gak pada milih juga tuh ke 01.😅😅 Ini hanyalah analisa tp bukan  acuan kenapa 02 menang..ya karena rakyat memang memilih 02 trus mau gimana lagi🤦,2
@testes2738,2024-02-23T18:11:14Z,Pemilu curang,2
@kresekplastik8256,2024-02-23T18:06:05Z,&quot;pihak yang kalah selalu menuduh pihak yang menang curang&quot; ~Mahfud MD,3
@syafijum4589,2024-02-23T18:03:42Z,Teruskan perjuanganmu . Untuk adil dan keselamatan indonesia,3
@electrowoods9104,2024-02-23T18:00:53Z,"Bodoh banget masa pilpres dibandingin pilgub tolol daah toh selisih persen anis sama ahok pun tipis, ini mah pilpres jelas2 sudah mutlak meski digabung anis+gnjar pun masih kalah telak. Kalah mah kalah aja pak g usah belagu cok su 😂😂😂😂 BRAVO 02 ❤❤❤",1
@electrowoods9104,2024-02-23T17:54:52Z,"Kalah ngaku kalah ae cook, ra sah neko2 wong kok enek ae wong kalah apa ae dicak no demi kepentingan pribadi.. 01 03 minggir o cok ra pantes jadi pemimpin negara",0
@PandaRedPanda_8,2024-02-23T17:30:50Z,"Kasian KOMENG, ntar suara dia yg meroket dibilang CURANG 😢<br><br>Kasian jg KPPS PPS PPK kerja keras ngitung surat suara dll. Enak aja mulutnya bilang CURANG 😢",3
@sodrekersdesasayur2968,2024-02-23T17:10:45Z,KALAH TERIAK CURANG🗿,6
@Arifwajo,2024-02-23T15:44:04Z,ini sangat fakta tapi anehnya pendukung Gibran tidak pernah yakin dengan ini.benar2 otaknya terhipnotis oleh Jokowi,1
@alfontimor,2024-02-23T15:43:53Z,Sy tdk mengerti sebenarnya ini film atau diskusi seperti acaranya pak Karni ilias di tv one.,0
@artistdavidkingcompugcasso5592,2024-02-23T15:40:03Z,"Tiap 5 tahun, mending banyak2an dana untuk: anti banjir, relokasi (ke daerah jauh bencana), t4 tinggal,mkn,biaya hidup untuk semua: jumlah tertinggi di saat yg telah disetujui bersama, menang. Jumlah2 lain lsg dikembalikan ke masing2 penyumbang (kecuali yg direlakan). Tiap 5 thn semua sejahtera &lt;3",1
@feno.,2024-02-23T15:36:37Z,kalo ada part II nya pengen nonton...,0
@ririsanjari-lf3cq,2024-02-23T15:35:17Z,Semua kekacauan Ini berawal Dari gorong2 yg tidak beretika,1
@zaenudindin8397,2024-02-23T15:32:59Z,Gw suka kata2 terahirnya,0
@BL-EE,2024-02-23T15:22:23Z,PEMBODOHAN PUBLIK,0
@curupmp6068,2024-02-23T15:16:06Z,😂,0
@onlione6158,2024-02-23T14:13:16Z,"Jokowi 10 tahun, gibran 10 tahun, nanti kaesang 10 tahun, total 30tahun (seperti orde baru juga yah), dengan film ini semua bisa terbuka, minim tahu politik,, tahu apa itu Dinasti politk",0
@lemanleman6019,2024-02-23T13:32:35Z,Gk ada kerjaan ya,0
@Glowwwsummer,2024-02-23T13:17:52Z,Curiga yg bikin film ini Anies.,3
@zoeltea3054,2024-02-23T13:00:22Z,Saya yakin wiwi jika dibiarkan akan menjadi dinasti seperri kim jong di korut,1
@ABS_CHANNEL-rv1qo,2024-02-23T11:59:19Z,Terimakasih 3 putra putri terbaik sudah membuka wawasan penting bagi generasi kedepan. Semoga kalian selwlu di dalam lindungan Allah SWT,34
@Humanpa,2024-02-23T11:58:46Z,Yang BISA MELEGSERKAN PEMERINTAHAN HANYALAH KITA PARA RAKYAT YANG TIDAK PANTANG MENYERAH,2
@WahyuSaputra-ur3be,2024-02-23T09:23:07Z,"Pelajaran yang kudapat: di negara ini yang culas bukan hanya polisi,tapi ternyata pemerintahan nya lebih culas<br><br>Pertanyaan saya: apakah PDIP ikut andil dalam semua ini?",1
@feelsdankmate,2024-02-23T08:50:54Z,"Selamat, kalian hanya menyia-nyiakan waktu anda untuk membuat film ini👏👏",1
@HajahLevina,2024-02-23T07:46:38Z,"Klo menurut saya semua sma mau 01. 02. 03 tidak ada yg jujur, tp kita sendiri aja yg menentukan, tp 1 jangan sekali2 menjatuhkan seseorang, ingat kawan hari apes tdk ada dikalender, yg menentukan masyarakat.<br>✓ 01 bersifat agama selalu dibawa dalam kampanye<br>✓ 02 bersifat netral<br>✓ 03 gila jabatan dan sombong",2
@abdurrahman8380,2024-02-23T07:19:25Z,Bismillah<br>Mantap !!! Semoga ada kelompok lain yang mengangkat kecurangan Aplikasi Sirekap. (TSM)<br>Konspirasi  Kotor Rendahan. Hanya butuh Culas dan Tebal Muka.  <br>Tapi Ingat : &quot;&quot;&quot;Jangan memutus perkara dengan perut terlalu kenyang&quot;&quot;&quot;.🤣🤣🤣,0
@Tpf222,2024-02-23T05:47:01Z,MAKAN TUH DIRTY VOTE!!!!🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,2
@UyipJaya,2024-02-23T05:09:17Z,Hahaha curang semua tp film ini menyudutkan 1 pasangan ehhh tp menang,2
@abilamaherin7217,2024-02-23T04:58:07Z,Gk ada tu nilai  tambah dari film ini,0
@muhammadabidzar4180,2024-02-23T04:52:00Z,MasyaAllah pahlawan demokrasi🇸🇬👍👍👍👍,1
@edyprabowo3123,2024-02-23T04:06:38Z,Film ini kalo dilihat dari segi ilmunya itu sebenernya sangat banyak<br>Terlepas yg disinggung adalah presiden jokowi dan yv membuat film bisa dikatakan berada di lawan politiknya<br>Dstu jelas diterangkan bagaimana cara untuk memenangkan pilpres 1 putaran dan diakhir film ini diterangkan bagaiman gibran bisa menjadi cawapres prabowo<br>Jadi mungkin di tahun 2029 bakal ada dirty vote yg baru dengan presiden yg menang di 2024 jika ada keinginan untuk 2 periode atau pilpres 2034 jika ingin melanggengkan kekuasaan menggunakan capres yg akan ikut di 2034,0
@izumiryouu,2024-02-23T02:56:17Z,film ini sangat keren??,0
@marugamiii,2024-02-23T02:31:06Z,"film ngatur , males ah full propaganda",4
@Q46-i8j,2024-02-23T02:08:52Z,"Yang di film kan juga orang yang gak tau malu,,,yang penting anaknya bisa berkuasa untuk menggantikannya",0
@dewiutari2674,2024-02-23T01:30:43Z,"Segitu banyak data dan fakta. Tapi masih ajaa di bilang hoax lah, fitnah lah. Emang nyata kok, contoh KIP (kartu Indonesia Pintar) dari partai....... harus coblos partainya dan Namanya.<br>Kenapa ga netral??",0
@AriSOPIERSTAR,2024-02-23T01:24:01Z,"Kecurangan memang sudah terbentuk jauh sebelum ini, bahkan semua sudah teratur rapih dibalik wajah polos bodohnya seseorang yang sebenarnya pembunuh demokrasi negri tercinta ini, hanya bantuan Tuhanlah yg tak akan pernah tidur...",0
@idhamhadi2359,2024-02-23T01:11:36Z,GEROMBOLAN PROVOKATOR BERKUMANDANG,0
@bermusikdenganvideo,2024-02-23T00:54:11Z,"Terlalu bertele-tele, gak objektif. Penonton gk bisa langsung dapet intinya. Malah buyar terpecah kemana-mana fikirannya. Ini kan untuk publik, bukan untuk kalangan akademisi saja. Ya jadi harus dibuat semudah mungkin untuk dimengerti. Ini klau karya ilmiah cetak udah berim-rim, males bacanya. Tolong disesuaikan dengan keadaan pendidikan masyarakat kita",0
@awalsaputra6336,2024-02-23T00:53:45Z,Ayoo lawan kecurangan,0
@JalurLangit313,2024-02-23T00:53:42Z,"FILM INI KONTRADIKTIF DENGAN HASIL KINERJA JOKOWIDODO APAPUN YANG NARASI YANG DI BANGUN TIDAK AKAN MENGGOYAHKAN KEPERCAYAAN MASYARAKAT TERHADAP JOKOWIDODO, SELAMA INI YANG MAMPU MEMBANGUN DR SABANG SAMPAI MERAUKE HANYALAH PRESIDEN JOKOWI... PERSETAN DENGAN DEMOKRASI PERSETAN DENGAN KONSTITUSI, PERSETAN DENGAN PROSES APAPUN YANG DILAKUKAN UNTUK MENCAPAI TUJUAN YANG PENTING TEGAK LURUS BERSAMA JOKOWI. <br>SELAMA INI RAKYAT TDK PERCAYA TERHADAP POLITISI TIDAK PERCAYA PADA PARTAI TIDAK PERCAYA SAMA DEWAN.. BARU ADANYA JOKOWI INDONESIA PUNYA HARAPAN... <br>KATA BAMBANG PACUL JANGAN LAWAN ORANG BAIK. <br>TEGAK LURUS BERSAMA JOKOWIDODO<br>MERDEKA MERDEKA MERDEKA",2
@MusliahCilongok,2024-02-23T00:06:03Z,Luar biasa,0
@bimasetiawanal-machzumial-2886,2024-02-22T20:46:20Z,Tidak netral,0
@RexArcadia01,2024-02-22T20:43:31Z,Soryyy yeee kita ga bodoh,0
@ilhamapriansyah2443,2024-02-22T19:56:08Z,presiden jokowi lebih banyak manfaat nya kepada rakyat indonesia ketimbang film ini 👎🏼<br>Prabowo - Gibran RI 2024-2029 🇲🇨,1
@UR.Danker,2024-02-22T19:53:01Z,Politik dinasti ..jejak paling busuk dalam sejarah..😂,0
@fadjarilham4972,2024-02-22T19:39:37Z,Cari makan tong?,1
@afidinbeler4579,2024-02-22T18:55:46Z,Filem indosiar pun kalah,2
@restunenek6531,2024-02-22T18:16:30Z,Tanpa nonton Dirty Vote pun saya pribadi merasakan demokrasi di negara ini sedang tidak baik2 saja,67
@erlanhambali2707,2024-02-22T17:03:54Z,Sangat edukatif sekali,1
@taufikbakransungkar5143,2024-02-22T16:55:18Z,Sebelum film ini di buat....kami rakyat Indonesia telah mengetahui kecurangan disetiap pemilu 2 periode ini sekarang yg ke 3 periode....memang penghianat bangsa Indonesia mereka,1
@MuidUmar,2024-02-22T15:33:49Z,Dngn melihat flm ini kemarin membuka mata jadi mantab milih prabowo gibran suarakan terus demi demokrasi,0
@sukardiyanto5631,2024-02-22T14:08:44Z,Subhanallah . . . Salam Persatuan Indonesia,0
@chandrairawan4971,2024-02-22T13:54:41Z,"Miris banget,hancur moral bangsa ini di obok2 keluarga biadab",1
@User69549,2024-02-22T11:21:52Z,"susah susah bikin film, masih aja kalah 😂",4
@LokerNusantaraOfficial,2024-02-22T10:36:36Z,Para Pejuang Demokrasi 2024,3
@shteraterantingsukoharjo-p1561,2024-02-22T10:28:24Z,"bikin film bagus bagus yg menang ttp yg di sindir,,, definisi sebuah panjatan untuk keatas adalah saat riuh pemilu",0
@nurmala6059,2024-02-22T10:03:20Z,Saya heran knp slalu 02 aj yg trus d jlek&quot; kan <br>Ketiga nya jgk punya kejelekan tp 02 dbuat seakan&quot; mmg org yg paling buruk😂<br>Tp yg saya nilai malah 02 lah mmg yg cocok jd pemimpin,6
@tatifatimah3210,2024-02-22T09:55:01Z,Terima kasih banyak untuk semua orang yang terlibat di film dokumenter ini karena hanya orang-orang spesial yang memiliki keberanian mengungkap keburukan penguasa yang tidak jujur dan tidak adil. Saya yakin ada banyak orang yang mengetahui hal ini tapi mereka memilih diam karena takut. Semoga anda semua beserta keluarga anda semua selalu dilindungi Tuhan yang Maha Esa.,26
@oktamarley2608,2024-02-22T09:49:20Z,"Terus masalahnya dimana bung ?<br>menurut sy yg awam tentang politik...<br><br>Jokowi masa nya sangat banyak, ingat sangat banyak...<br>Jokowi jd presiden bukan pure full power suara masanya jokowi, tetapi ada campur tangan megawati diblkgnya, dlu jokowi dan prabowo suaranya hampir <a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=3050"">50:50</a> klo ga dicampuri tangan megawati,, terbukti di 2024 skrg Masa Prabowo + Masa Jokowi inilah hasilnya,, jd secara logika jg sudah masuk akal , banget.... <br>Sekarang masyarakat menurut sy sdh tdk mau lg percaya sama siapapun itu presiden nya klo di balik layar nya ada Megawati Soekarnoputri,, atas apa yg diterima ±10thn terakhir ini....<br>Jadi pertanyaan sy , maksud dan tujuan membuat Film Documentary ini untuk apa, klo bukan untuk menghasut public ???<br><br>Maaf paslon 01 tdk sy bahas, krna menurut sy itu sdh beda lv sama 02 dan 03..<br><br>Dan menurut sy mungkin banyak masa 02 dibalik Bilik TPS yg dicoblos no.02 jg,, mungkin ini yg maksudnya &quot;Silent Majority&quot; nya Bang Qodari di acara debat Rosi Silalahi bersama Bung Rocky Gerung...<br><br>Sedikit pertanyaan receh dari sy, sblum komentari pendapat sy ini...<br><br>Ada yg tau siapa yg di coblos oleh kader² atau masanya 01 dan 03 saat di Balik Bilik Pencoblosan suara ?<br>klo bukan dirinya sendiri yg tau itu, apakah itu artinya tdk menutup kemungkinan bahwa masa nya 01 atau 03 ada yg nyoblos pasangan 02 ?? begitupun dgn masa nya 02, tdk menutup kemungkinan dibalik tps nyoblos paslon lain...<br><br>sy sendiri terima serangan fajar dari salah satu timses paslon capres cawapres, tetapi di balik Bilik suara sy tdk mencoblosnya....",0
@UmuZakie,2024-02-22T09:45:52Z,Film pnebar fitnah krna yg meranin pndukung anis,4
@dwicahyono7044,2024-02-22T09:17:51Z,Perjalanan uu mk yang bikin kita melongo 😢,0
@ranggutv8552,2024-02-22T08:58:00Z,Dirty Vote Anies.. 🤣,1
@muntaqoalfin2813,2024-02-22T08:06:07Z,thanks dirty vote,0
@daudsepics,2024-02-22T07:52:28Z,"SELAMAT DECH BUAT BAPAK  BAPAK TIM AHLI HUKUM TATA NEGARA DAN PARA CREW SERTA SUTRADARA DIRTY VOTE SEHINGGA MEMBUKA MATA MASYARAKAT DAN BANGSA MENGENAI BOBROK YA DEMOKRASI DI INDONESIA DAN KEBODOHAN PEMERINTAH DALAM MENJAGA DAN MELESTARIKAN DEMOKRASI KARENA KEKUASAAN HARAPAN SAYA PENGETAHUAN PENGETAHUAN SEPERTI INI HARUS TERUS DISUARAKAN SUPAYA NANTI AKAN SAMPAI KEHATI HATI PRESIDEN DAN PARA PEJABAT LAINNYA UNTUK MENEGAKKAN DEMOKRASI DAN KEADILAN DI NEGARA INI,,KLO BOLEH USUL BUAT BAPAK SUTRADARA BUATIN LAGI DONG DIRTY VOTE PART TO 2NYA...ATAU LANJUTAN YANG BARU 25% REALISASINYA,,HEEE",0
